"","Suburb","Rooms","Price","Method","SellerG","Date","Distance","Postcode","Bathroom","Car","BuildingArea","YearBuilt","Lattitude","Longtitude","Regionname","Propertycount","Walk.Score","Population","CouncilArea","Month","Year"
"970","Reservoir",2,3e+05,"VB","Love",2016-08-22,11.2,"3073",1,1,55,2014,-37.7112,144.9989,"Northern Metropolitan",21650,60,"47,517","Darebin",8,2016
"971","Reservoir",2,335000,"S","Love",2016-08-22,11.2,"3073",1,1,54,2012,-37.7112,144.9989,"Northern Metropolitan",21650,60,"47,517","Darebin",8,2016
"972","Reservoir",3,475000,"SP","Barry",2016-08-22,11.2,"3073",1,2,100,2010,-37.7097,144.9912,"Northern Metropolitan",21650,60,"47,517","Darebin",8,2016
"973","Richmond",2,620000,"PI","LITTLE",2016-08-22,2.6,"3121",2,1,76,2011,-37.8195,145.0103,"Northern Metropolitan",14949,90,"23,838","Yarra",8,2016
"974","Richmond",3,945000,"S","Biggin",2016-08-22,2.6,"3121",2,1,114.5,1999,-37.833,144.997,"Northern Metropolitan",14949,90,"23,838","Yarra",8,2016
"975","Richmond",1,450000,"SP","RT",2016-08-22,2.6,"3121",1,1,49,2005,-37.8231,144.9906,"Northern Metropolitan",14949,90,"23,838","Yarra",8,2016
"976","Richmond",1,306000,"S","Jellis",2016-08-22,2.6,"3121",1,1,40,1965,-37.8242,145.0026,"Northern Metropolitan",14949,90,"23,838","Yarra",8,2016
"977","Seddon",2,533000,"S","Jas",2016-08-22,6.6,"3011",1,1,62,2012,-37.8042,144.892,"Western Metropolitan",2417,80,"4,860","Maribyrnong",8,2016
"978","South Yarra",2,5e+05,"VB","Abercromby's",2016-08-22,3.3,"3141",1,1,73,1980,-37.835,145.0002,"Southern Metropolitan",14887,92,"19,186","Stonnington",8,2016
"979","St Kilda",2,450000,"VB","hockingstuart",2016-08-22,6.1,"3182",1,1,76,2006,-37.8612,144.985,"Southern Metropolitan",13240,93,"17,802","Port Phillip",8,2016
"980","St Kilda",1,360000,"S","Gary",2016-08-22,6.1,"3182",1,1,49,1970,-37.859,144.9792,"Southern Metropolitan",13240,93,"17,802","Port Phillip",8,2016
"981","Thornbury",2,438000,"SP","Love",2016-08-22,6.5,"3071",1,1,66,1970,-37.7541,145.0088,"Northern Metropolitan",8870,77,"17,473","Darebin",8,2016
"982","Thornbury",2,450000,"PI","Nelson",2016-08-22,6.5,"3071",1,1,59,1960,-37.7516,144.9871,"Northern Metropolitan",8870,77,"17,473","Darebin",8,2016
"983","Toorak",2,857000,"S","Other",2016-08-22,4.6,"3142",0,0,76,1970,-37.8458,145.0221,"Southern Metropolitan",7217,74,"12,832","Stonnington",8,2016
"984","Windsor",2,623000,"S","Other",2016-08-22,5.1,"3181",1,1,76,1963,-37.8572,144.9974,"Southern Metropolitan",4380,91,"7,051","Port Phillip",8,2016
"985","Altona North",2,292000,"S","Jas",2016-08-28,11.1,"3025",1,1,70,1970,-37.8332,144.8649,"Western Metropolitan",5132,60,"11,386","Hobsons Bay",8,2016
"986","Armadale",1,567000,"S","hockingstuart",2016-08-28,6.3,"3143",1,1,53,2013,-37.8549,145.0113,"Southern Metropolitan",4836,74,"8,732","Stonnington",8,2016
"987","Armadale",2,565000,"S","Ray",2016-08-28,6.3,"3143",1,1,76,1970,-37.8573,145.0112,"Southern Metropolitan",4836,74,"8,732","Stonnington",8,2016
"988","Ascot Vale",2,545000,"S","Nelson",2016-08-28,5.9,"3032",1,2,71,1900,-37.7772,144.9118,"Western Metropolitan",6567,75,"13,503","Moonee Valley",8,2016
"989","Balaclava",2,497500,"PI","hockingstuart",2016-08-28,6.6,"3183",0,0,76,1962,-37.8739,144.9929,"Southern Metropolitan",2952,88,"5,421","Port Phillip",8,2016
"990","Balwyn",2,730000,"S","hockingstuart",2016-08-28,9.7,"3103",1,1,80,1960,-37.812,145.0876,"Southern Metropolitan",5682,72,"12,945","Boroondara",8,2016
"991","Bentleigh",2,503000,"S","Buxton",2016-08-28,13,"3204",1,1,76,1960,-37.9159,145.0285,"Southern Metropolitan",6795,75,"14,926","Glen Eira",8,2016
"992","Bentleigh",3,1096000,"S","C21",2016-08-28,13,"3204",2,2,114.5,1969,-37.9273,145.0324,"Southern Metropolitan",6795,75,"14,926","Glen Eira",8,2016
"993","Bentleigh",3,517500,"S","Buxton",2016-08-28,13,"3204",1,1,114.5,1970,-37.9178,145.0511,"Southern Metropolitan",6795,75,"14,926","Glen Eira",8,2016
"994","Bentleigh East",3,830000,"S","Woodards",2016-08-28,13.9,"3165",2,2,114.5,2001,-37.9364,145.0649,"Southern Metropolitan",10969,59,"25,928","Glen Eira",8,2016
"995","Box Hill",2,560000,"S","Stockdale",2016-08-28,13.1,"3128",1,1,76,1970,-37.8269,145.1305,"Eastern Metropolitan",4605,72,"9,706","Whitehorse",8,2016
"996","Brighton",3,1352500,"S","hockingstuart",2016-08-28,11.2,"3186",2,1,110,1993,-37.91,144.989,"Southern Metropolitan",10579,75,"21,267","Bayside",8,2016
"997","Carnegie",2,468250,"S","Ray",2016-08-28,11.4,"3163",1,1,75,2008,-37.8936,145.056,"Southern Metropolitan",7822,75,"16,333","Glen Eira",8,2016
"998","Caulfield South",2,5e+05,"VB","Ray",2016-08-28,9.3,"3162",1,1,76,1970,-37.8996,145.0169,"Southern Metropolitan",5051,70,"11,292","Glen Eira",8,2016
"999","Coburg",1,241000,"S","Nelson",2016-08-28,7.8,"3058",1,1,62,1976,-37.7463,144.9635,"Northern Metropolitan",11204,71,"24,996","Moreland",8,2016
"1000","East Melbourne",2,765000,"SP","Woodards",2016-08-28,1.5,"Other",1,1,76,1990,-37.8177,144.9801,"Northern Metropolitan",3040,92,"4,679","Melbourne",8,2016
"1001","Elwood",2,572500,"PI","Kay",2016-08-28,7.7,"3184",2,1,76,1960,-37.8838,144.9853,"Southern Metropolitan",8989,84,"14,644","Port Phillip",8,2016
"1002","Essendon",3,820000,"S","Nelson",2016-08-28,8,"3040",1,1,114.5,1975,-37.752,144.9079,"Western Metropolitan",9264,71,"18,841","Moonee Valley",8,2016
"1003","Essendon",2,370000,"VB","Barry",2016-08-28,8,"3040",1,1,59,1960,-37.7482,144.908,"Western Metropolitan",9264,71,"18,841","Moonee Valley",8,2016
"1004","Fairfield",2,545000,"SP","McGrath",2016-08-28,5.8,"3078",1,1,77,2002,-37.7682,145.0209,"Northern Metropolitan",2970,72,"5,937","Darebin",8,2016
"1005","Fitzroy North",2,602000,"S","Nelson",2016-08-28,3.5,"3068",1,1,48,1980,-37.7794,144.989,"Northern Metropolitan",6244,93,"11,451","Yarra",8,2016
"1006","Hampton East",3,865000,"S","hockingstuart",2016-08-28,14.5,"3188",2,2,114.5,1994,-37.9431,145.0347,"Southern Metropolitan",2356,67,"4,403","Bayside",8,2016
"1007","Hawthorn",2,627500,"S","Jellis",2016-08-28,4.6,"3122",2,2,89,2000,-37.8213,145.0224,"Southern Metropolitan",11308,85,"21,138","Boroondara",8,2016
"1008","Hawthorn",2,710000,"S","Jellis",2016-08-28,4.6,"3122",2,1,76,1970,-37.8264,145.027,"Southern Metropolitan",11308,85,"21,138","Boroondara",8,2016
"1009","Hawthorn",1,485000,"S","Marshall",2016-08-28,4.6,"3122",1,1,49,1970,-37.8264,145.027,"Southern Metropolitan",11308,85,"21,138","Boroondara",8,2016
"1010","Hawthorn",1,370000,"PI","Other",2016-08-28,4.6,"3122",1,1,44,2014,-37.8222,145.0329,"Southern Metropolitan",11308,85,"21,138","Boroondara",8,2016
"1011","Hawthorn",1,310000,"VB","Jellis",2016-08-28,4.6,"3122",1,1,49,1970,-37.8216,145.0343,"Southern Metropolitan",11308,85,"21,138","Boroondara",8,2016
"1012","Ivanhoe",3,650000,"PI","Barry",2016-08-28,7.9,"3079",2,2,96,2000,-37.7694,145.0406,"Eastern Metropolitan",5549,71,"11,038","Banyule",8,2016
"1013","Ivanhoe East",1,405000,"S","Miles",2016-08-28,9,"3079",1,1,49,1960,-37.7767,145.0543,"Eastern Metropolitan",1554,64,"3,790","Banyule",8,2016
"1014","Malvern",1,420000,"SP","hockingstuart",2016-08-28,7.4,"3144",1,3,49,1970,-37.8633,145.0336,"Southern Metropolitan",4675,80,"9,494","Stonnington",8,2016
"1015","Malvern",2,584000,"S","Gary",2016-08-28,7.4,"3144",1,1,74,1971,-37.854,145.041,"Southern Metropolitan",4675,80,"9,494","Stonnington",8,2016
"1016","Melbourne",2,360000,"VB","Dingle",2016-08-28,2.8,"3000",1,1,69,2009,-37.8211,144.9559,"Northern Metropolitan",17496,93,"28,353","Melbourne",8,2016
"1017","Moonee Ponds",1,336000,"S","Brad",2016-08-28,6.9,"3039",1,1,50,1980,-37.7652,144.9116,"Western Metropolitan",6232,75,"13,507","Moonee Valley",8,2016
"1018","Murrumbeena",2,435000,"PI","Woodards",2016-08-28,12.1,"3163",1,1,76,1970,-37.8941,145.0655,"Southern Metropolitan",4442,71,"8,573","Glen Eira",8,2016
"1019","North Melbourne",2,587134,"SP","Woodards",2016-08-28,2.3,"3051",1,1,1,1970,-37.7976,144.9454,"Northern Metropolitan",6821,87,"11,733","Melbourne",8,2016
"1020","Northcote",1,340000,"PI","Nelson",2016-08-28,5.5,"3070",1,1,49,1975,-37.7839,144.9991,"Northern Metropolitan",11364,82,"22,914","Darebin",8,2016
"1021","Northcote",2,570000,"VB","Woodards",2016-08-28,5.5,"3070",1,1,10,1970,-37.7766,144.9988,"Northern Metropolitan",11364,82,"22,914","Darebin",8,2016
"1022","Ormond",2,405000,"VB","Other",2016-08-28,11.8,"3204",1,1,68,1970,-37.9031,145.0444,"Southern Metropolitan",3578,72,"7,707","Glen Eira",8,2016
"1023","Parkville",3,1040000,"S","Nelson",2016-08-28,2.6,"3052",2,1,114.5,1992,-37.7818,144.9576,"Northern Metropolitan",2309,79,"6,193","Melbourne",8,2016
"1024","Pascoe Vale",1,248500,"S","Brad",2016-08-28,9.9,"3044",1,1,49,1970,-37.7152,144.9402,"Northern Metropolitan",7485,59,"14,871","Moreland",8,2016
"1025","Prahran",1,240000,"SP","Buxton",2016-08-28,4.5,"3181",1,1,49,1965,-37.8584,145.0017,"Southern Metropolitan",7717,87,"11,171","Stonnington",8,2016
"1026","Preston",2,610000,"S","Harcourts",2016-08-28,8.8,"3072",1,1,79,1970,-37.7523,145.0091,"Northern Metropolitan",14577,73,"29,893","Darebin",8,2016
"1027","Reservoir",2,430000,"S","Barry",2016-08-28,11.2,"3073",1,1,76,1980,-37.7173,144.9976,"Northern Metropolitan",21650,60,"47,517","Darebin",8,2016
"1028","Richmond",2,790000,"PI","hockingstuart",2016-08-28,2.6,"3121",2,1,91,2013,-37.8198,145.005,"Northern Metropolitan",14949,90,"23,838","Yarra",8,2016
"1029","Rosanna",2,452000,"S","Nelson",2016-08-28,11.4,"3084",1,1,76,1965,-37.7458,145.0659,"Eastern Metropolitan",3540,62,"7,892","Banyule",8,2016
"1030","South Kingsville",2,380000,"VB","Other",2016-08-28,9.1,"3015",1,1,62,1960,-37.8337,144.8739,"Western Metropolitan",984,59,"1,829","Hobsons Bay",8,2016
"1031","South Yarra",2,826000,"S","Jellis",2016-08-28,3.3,"3141",1,1,79,1970,-37.8342,144.9842,"Southern Metropolitan",14887,92,"19,186","Melbourne",8,2016
"1032","South Yarra",2,910000,"S","Williams",2016-08-28,3.3,"3141",0,0,76,1970,-37.8357,144.9859,"Southern Metropolitan",14887,92,"19,186","Melbourne",8,2016
"1033","St Kilda",1,4e+05,"S","Other",2016-08-28,6.1,"3182",1,1,49,1970,-37.8591,144.979,"Southern Metropolitan",13240,93,"17,802","Port Phillip",8,2016
"1034","St Kilda",1,435000,"SP","Buxton",2016-08-28,6.1,"3182",1,1,69,1995,-37.8573,144.9825,"Southern Metropolitan",13240,93,"17,802","Port Phillip",8,2016
"1035","Surrey Hills",2,694000,"S","Noel",2016-08-28,11.2,"3127",1,1,76,1970,-37.8174,145.0893,"Southern Metropolitan",5457,66,"13,143","Boroondara",8,2016
"1036","West Footscray",2,420000,"VB","Greg",2016-08-28,8.2,"3012",1,1,82,2013,-37.8079,144.8684,"Western Metropolitan",5058,64,"10,215","Maribyrnong",8,2016
"1037","Windsor",2,555000,"PI","Kay",2016-08-28,5.1,"3181",1,1,76,1990,-37.8585,145.0004,"Southern Metropolitan",4380,91,"7,051","Port Phillip",8,2016
"1038","Windsor",2,474000,"S","Other",2016-08-28,5.1,"3181",1,1,66,1985,-37.8552,145.0005,"Southern Metropolitan",4380,91,"7,051","Port Phillip",8,2016
"1039","Balaclava",2,442000,"SP","Buxton",2016-09-17,6.6,"3183",1,1,61,1960,-37.8726,144.9962,"Southern Metropolitan",2952,88,"5,421","Port Phillip",9,2016
"1040","Bentleigh",2,797500,"S","Ray",2016-09-17,13,"3204",1,2,76,1969,-37.9257,145.0501,"Southern Metropolitan",6795,75,"14,926","Glen Eira",9,2016
"1041","Bentleigh East",2,835000,"S","Woodards",2016-09-17,13.9,"3165",2,1,76,1996,-37.9149,145.0676,"Southern Metropolitan",10969,59,"25,928","Glen Eira",9,2016
"1042","Bentleigh East",3,791000,"S","Woodards",2016-09-17,13.9,"3165",3,1,122,1950,-37.9149,145.0788,"Southern Metropolitan",10969,59,"25,928","Glen Eira",9,2016
"1043","Box Hill",3,775000,"S","Fletchers",2016-09-17,13.1,"3128",1,1,108,1980,-37.8275,145.1232,"Eastern Metropolitan",4605,72,"9,706","Whitehorse",9,2016
"1044","Brunswick",2,620000,"S","Brad",2016-09-17,5.2,"3056",1,1,76,1975,-37.7583,144.9756,"Northern Metropolitan",11918,84,"22,739","Moreland",9,2016
"1045","Brunswick East",2,590000,"VB","LITTLE",2016-09-17,4.5,"3057",2,1,71,2014,-37.7753,144.9725,"Northern Metropolitan",5533,83,"8,502","Moreland",9,2016
"1046","Burwood",3,746000,"S","Buxton",2016-09-17,11.7,"3125",1,2,92,1995,-37.8505,145.1065,"Southern Metropolitan",5678,59,"13,172","Whitehorse",9,2016
"1047","Camberwell",2,9e+05,"S","Jellis",2016-09-17,7.8,"3124",1,1,88,1970,-37.8438,145.066,"Southern Metropolitan",8920,66,"20,022","Boroondara",9,2016
"1048","Camberwell",2,530000,"PI","Other",2016-09-17,7.8,"3124",1,1,76,1960,-37.8491,145.086,"Southern Metropolitan",8920,66,"20,022","Boroondara",9,2016
"1049","Carnegie",3,920000,"SP","Woodards",2016-09-17,11.4,"3163",2,1,250,2005,-37.8974,145.0622,"Southern Metropolitan",7822,75,"16,333","Glen Eira",9,2016
"1050","Carnegie",2,662000,"S","Ray",2016-09-17,11.4,"3163",2,1,76,1970,-37.8873,145.0572,"Southern Metropolitan",7822,75,"16,333","Glen Eira",9,2016
"1051","Caulfield North",2,722000,"SP","Other",2016-09-17,8.1,"3161",2,2,76,2011,-37.8607,145.0116,"Southern Metropolitan",6923,67,"14,597","Glen Eira",9,2016
"1052","Collingwood",2,683000,"S","Biggin",2016-09-17,1.6,"3066",1,1,92,1900,-37.8035,144.985,"Northern Metropolitan",4553,92,"6,490","Yarra",9,2016
"1053","Elsternwick",2,626000,"S","Gary",2016-09-17,8.5,"3185",1,1,100,1930,-37.8889,145.0043,"Southern Metropolitan",4898,83,"9,772","Glen Eira",9,2016
"1054","Elwood",2,1122000,"SP","Biggin",2016-09-17,7.7,"3184",2,1,104,1923,-37.8744,144.9888,"Southern Metropolitan",8989,84,"14,644","Port Phillip",9,2016
"1055","Elwood",2,559000,"PI","Buxton",2016-09-17,7.7,"3184",1,1,76,1960,-37.8838,144.9853,"Southern Metropolitan",8989,84,"14,644","Port Phillip",9,2016
"1056","Essendon",2,667000,"S","Nelson",2016-09-17,8,"3040",1,1,76,1975,-37.7426,144.9,"Western Metropolitan",9264,71,"18,841","Moonee Valley",9,2016
"1057","Essendon",1,320500,"S","Nelson",2016-09-17,8,"3040",1,1,52,1970,-37.7547,144.9107,"Western Metropolitan",9264,71,"18,841","Moonee Valley",9,2016
"1058","Essendon",2,650000,"S","Nelson",2016-09-17,8,"3040",1,1,76,1994,-37.746,144.9153,"Western Metropolitan",9264,71,"18,841","Moonee Valley",9,2016
"1059","Footscray",1,305000,"S","Burnham",2016-09-17,6.4,"3011",1,1,70,1965,-37.7903,144.8899,"Western Metropolitan",7570,78,"13,203","Maribyrnong",9,2016
"1060","Footscray",2,310000,"PI","Sweeney",2016-09-17,6.4,"3011",1,1,76,1972,-37.7878,144.8919,"Western Metropolitan",7570,78,"13,203","Maribyrnong",9,2016
"1061","Hawthorn",2,487500,"S","Kay",2016-09-17,4.6,"3122",1,1,76,1970,-37.814,145.021,"Southern Metropolitan",11308,85,"21,138","Boroondara",9,2016
"1062","Hawthorn East",2,4e+05,"VB","Noel",2016-09-17,7.5,"3123",1,1,60,1965,-37.8339,145.0548,"Southern Metropolitan",6482,83,"13,113","Boroondara",9,2016
"1063","Hughesdale",2,4e+05,"PI","Ray",2016-09-17,13,"3166",1,1,88,1975,-37.8945,145.0876,"Southern Metropolitan",3145,74,"7,062","Monash",9,2016
"1064","Kew",2,890000,"S","Jellis",2016-09-17,5.6,"3101",2,1,87,1965,-37.8148,145.0571,"Southern Metropolitan",10331,71,"23,871","Boroondara",9,2016
"1065","Malvern",2,1155000,"S","Marshall",2016-09-17,7.4,"3144",2,2,76,2002,-37.851,145.03,"Southern Metropolitan",4675,80,"9,494","Stonnington",9,2016
"1066","Melbourne",1,680000,"S","Other",2016-09-17,2.8,"3000",1,2,102,1965,-37.8132,144.9545,"Northern Metropolitan",17496,93,"28,353","Melbourne",9,2016
"1067","Moonee Ponds",2,410000,"S","Brad",2016-09-17,6.9,"3039",1,1,59,1970,-37.7597,144.9188,"Western Metropolitan",6232,75,"13,507","Moonee Valley",9,2016
"1068","Moonee Ponds",2,672000,"SP","Nelson",2016-09-17,6.9,"3039",1,2,76,1989,-37.7595,144.9317,"Western Metropolitan",6232,75,"13,507","Moonee Valley",9,2016
"1069","North Melbourne",2,591500,"S","Jellis",2016-09-17,2.3,"3051",1,1,76,1990,-37.8004,144.9465,"Northern Metropolitan",6821,87,"11,733","Melbourne",9,2016
"1070","Northcote",3,810000,"SP","Jellis",2016-09-17,5.5,"3070",1,2,119,2000,-37.7648,145.0098,"Northern Metropolitan",11364,82,"22,914","Darebin",9,2016
"1071","Northcote",1,410000,"S","Nelson",2016-09-17,5.5,"3070",1,0,49,1975,-37.7793,144.9972,"Northern Metropolitan",11364,82,"22,914","Darebin",9,2016
"1072","Ormond",1,296000,"SP","Thomson",2016-09-17,11.8,"3204",1,1,36,1970,-37.9028,145.0426,"Southern Metropolitan",3578,72,"7,707","Glen Eira",9,2016
"1073","Richmond",1,402000,"S","hockingstuart",2016-09-17,2.6,"3121",1,1,49,2005,-37.813,144.993,"Northern Metropolitan",14949,90,"23,838","Yarra",9,2016
"1074","South Melbourne",2,1050000,"VB","Marshall",2016-09-17,2.1,"3205",2,2,122,2001,-37.8372,144.9672,"Southern Metropolitan",5943,92,"9,318","Port Phillip",9,2016
"1075","South Yarra",2,630000,"S","Thomson",2016-09-17,3.3,"3141",1,1,76,1970,-37.8361,144.9921,"Southern Metropolitan",14887,92,"19,186","Stonnington",9,2016
"1076","South Yarra",1,523000,"S","hockingstuart",2016-09-17,3.3,"3141",1,0,49,1940,-37.8458,145.0034,"Southern Metropolitan",14887,92,"19,186","Stonnington",9,2016
"1077","South Yarra",2,6e+05,"S","Jellis",2016-09-17,3.3,"3141",1,2,72,1970,-37.8336,144.9882,"Southern Metropolitan",14887,92,"19,186","Stonnington",9,2016
"1078","Surrey Hills",2,823000,"S","Fletchers",2016-09-17,11.2,"3127",1,2,76,1970,-37.822,145.0989,"Southern Metropolitan",5457,66,"13,143","Boroondara",9,2016
"1079","Surrey Hills",2,6e+05,"PI","Noel",2016-09-17,11.2,"3127",1,1,105,1975,-37.8263,145.0962,"Southern Metropolitan",5457,66,"13,143","Boroondara",9,2016
"1080","Thornbury",2,560000,"S","Nelson",2016-09-17,6.5,"3071",1,2,76,1970,-37.7591,145.0208,"Northern Metropolitan",8870,77,"17,473","Darebin",9,2016
"1081","Williamstown",2,375000,"SP","Williams",2016-09-17,8,"3016",1,1,49,1970,-37.8504,144.8924,"Western Metropolitan",6380,71,"13,183","Hobsons Bay",9,2016
"1082","Yarraville",1,381000,"S","Sweeney",2016-09-17,7,"3013",1,1,49,1970,-37.8184,144.8904,"Western Metropolitan",6543,77,"13,811","Maribyrnong",9,2016
"1083","Aberfeldie",3,726000,"S","Barry",2016-09-24,9.1,"3040",1,1,111,1996,-37.7606,144.8973,"Western Metropolitan",1543,60,"3,623","Moonee Valley",9,2016
"1084","Albion",2,463000,"S","Barry",2016-09-24,13.9,"3020",1,1,76,1975,-37.7761,144.8164,"Western Metropolitan",2185,53,"4,322","Brimbank",9,2016
"1085","Armadale",1,450000,"PI","hockingstuart",2016-09-24,6.3,"3143",1,1,49,1970,-37.8509,145.0203,"Southern Metropolitan",4836,74,"8,732","Stonnington",9,2016
"1086","Ascot Vale",3,790000,"PI","Other",2016-09-24,5.9,"3032",2,1,148,1974,-37.7722,144.9163,"Western Metropolitan",6567,75,"13,503","Moonee Valley",9,2016
"1087","Avondale Heights",3,5e+05,"S","Nelson",2016-09-24,10.5,"3034",1,1,114.5,1990,-37.7507,144.8576,"Western Metropolitan",4502,59,"11,015","Moonee Valley",9,2016
"1088","Balwyn",2,650000,"S","Jellis",2016-09-24,9.7,"3103",1,1,150,1960,-37.8147,145.084,"Southern Metropolitan",5682,72,"12,945","Boroondara",9,2016
"1089","Balwyn North",2,1040000,"S","Fletchers",2016-09-24,9.2,"3104",1,1,112,1995,-37.7996,145.0959,"Southern Metropolitan",7809,61,"20,345","Boroondara",9,2016
"1090","Bentleigh",2,635000,"S","hockingstuart",2016-09-24,13,"3204",1,2,76,1969,-37.9245,145.0336,"Southern Metropolitan",6795,75,"14,926","Glen Eira",9,2016
"1091","Bentleigh East",3,870000,"S","Woodards",2016-09-24,13.9,"3165",2,2,150,2011,-37.9225,145.0754,"Southern Metropolitan",10969,59,"25,928","Glen Eira",9,2016
"1092","Brunswick",2,590000,"S","Woodards",2016-09-24,5.2,"3056",1,1,74,2004,-37.7703,144.9533,"Northern Metropolitan",11918,84,"22,739","Moreland",9,2016
"1093","Brunswick",2,575000,"S","Nelson",2016-09-24,5.2,"3056",1,1,66,1950,-37.7775,144.9607,"Northern Metropolitan",11918,84,"22,739","Moreland",9,2016
"1094","Brunswick West",2,370000,"VB","Nelson",2016-09-24,5.9,"3055",1,1,65,1970,-37.7606,144.9443,"Northern Metropolitan",7082,66,"13,171","Moreland",9,2016
"1095","Carlton",3,1110000,"S","Nelson",2016-09-24,1.8,"3053",2,1,114.5,2000,-37.7946,144.9716,"Northern Metropolitan",6786,97,"13,505","Melbourne",9,2016
"1096","Carlton North",2,520000,"VB","Nelson",2016-09-24,3.2,"3054",1,1,86,1940,-37.7813,144.9773,"Northern Metropolitan",3106,88,"6,249","Yarra",9,2016
"1097","Carlton North",1,437000,"S","Nelson",2016-09-24,3.2,"3054",1,1,56,1970,-37.7798,144.9707,"Northern Metropolitan",3106,88,"6,249","Yarra",9,2016
"1098","Clifton Hill",2,533000,"SP","Jellis",2016-09-24,3.4,"3068",1,1,76,1970,-37.7931,144.9938,"Northern Metropolitan",2954,85,"5,782","Yarra",9,2016
"1099","Coburg",2,451000,"S","RT",2016-09-24,7.8,"3058",1,1,72,1970,-37.752,144.954,"Northern Metropolitan",11204,71,"24,996","Moreland",9,2016
"1100","Collingwood",2,1215000,"S","Jellis",2016-09-24,1.6,"3066",2,1,76,1895,-37.8035,144.985,"Northern Metropolitan",4553,92,"6,490","Yarra",9,2016
"1101","Collingwood",2,672000,"S","Jellis",2016-09-24,1.6,"3066",1,1,60,2002,-37.8046,144.984,"Northern Metropolitan",4553,92,"6,490","Yarra",9,2016
"1102","Cremorne",2,565000,"S","hockingstuart",2016-09-24,2.5,"3121",1,1,76,2007,-37.8301,144.9904,"Northern Metropolitan",1123,89,"1,572","Yarra",9,2016
"1103","East Melbourne",1,565000,"SP","Other",2016-09-24,1.5,"Other",1,0,49,1990,-37.8153,144.9868,"Northern Metropolitan",3040,92,"4,679","Melbourne",9,2016
"1104","Elwood",2,612000,"S","Buxton",2016-09-24,7.7,"3184",1,1,76,1960,-37.8861,144.9863,"Southern Metropolitan",8989,84,"14,644","Port Phillip",9,2016
"1105","Elwood",2,6e+05,"S","hockingstuart",2016-09-24,7.7,"3184",1,1,75,1960,-37.8715,144.9873,"Southern Metropolitan",8989,84,"14,644","Port Phillip",9,2016
"1106","Elwood",2,680000,"SP","Chisholm",2016-09-24,7.7,"3184",1,1,67,1930,-37.8811,144.9797,"Southern Metropolitan",8989,84,"14,644","Port Phillip",9,2016
