"","Suburb","Type","Rooms","Price","Method","SellerG","Date","Distance","Postcode","Bathroom","Car","Landsize","BuildingArea","YearBuilt","Lattitude","Longtitude","Regionname","Propertycount","CouncilArea","Month","Year"
"2083","Brunswick East","u",2,445000,"S","Jellis",2016-06-27,4.5,"3057",1,1,0,76,2008,-37.7685,144.9724,"Northern Metropolitan",5533,"Moreland",6,2016
"2084","Brunswick East","h",3,1050000,"S","Nelson",2016-06-27,4.5,"3057",1,1,279,122,1900,-37.7729,144.9722,"Northern Metropolitan",5533,"Moreland",6,2016
"2085","Brunswick West","t",3,815000,"S","Ray",2016-06-27,5.9,"3055",1,2,157,123,1999,-37.7652,144.9454,"Northern Metropolitan",7082,"Moreland",6,2016
"2086","Brunswick West","u",2,484000,"S","Jellis",2016-06-27,5.9,"3055",1,1,0,65,1950,-37.7543,144.9385,"Northern Metropolitan",7082,"Moreland",6,2016
"2087","Brunswick West","u",2,370000,"VB","Jellis",2016-06-27,5.9,"3055",1,1,0,65,1970,-37.7686,144.9421,"Northern Metropolitan",7082,"Moreland",6,2016
"2088","Burwood","h",5,1100000,"S","Buxton",2016-06-27,11.7,"3125",2,1,544,260,1960,-37.8525,145.1154,"Southern Metropolitan",5678,"Whitehorse",6,2016
"2089","Burwood","h",4,1410000,"S","Buxton",2016-06-27,11.7,"3125",2,3,739,182,1970,-37.8552,145.1292,"Southern Metropolitan",5678,"Whitehorse",6,2016
"2090","Camberwell","u",2,667000,"S","Woodards",2016-06-27,7.8,"3124",1,1,83,81,1960,-37.8355,145.0633,"Southern Metropolitan",8920,"Boroondara",6,2016
"2091","Camberwell","h",5,2800000,"SP","Marshall",2016-06-27,7.8,"3124",3,2,805,260,1939,-37.8459,145.0721,"Southern Metropolitan",8920,"Boroondara",6,2016
"2092","Canterbury","t",3,1843000,"S","Jellis",2016-06-27,9,"3126",2,2,0,135,2005,-37.8207,145.0854,"Southern Metropolitan",3265,"Boroondara",6,2016
"2093","Canterbury","u",2,736000,"S","Marshall",2016-06-27,9,"3126",1,2,132,76,1962,-37.8234,145.0731,"Southern Metropolitan",3265,"Boroondara",6,2016
"2094","Carlton North","u",2,570000,"S","hockingstuart",2016-06-27,3.2,"3054",1,1,0,76,1975,-37.7902,144.97,"Northern Metropolitan",3106,"Yarra",6,2016
"2095","Carnegie","h",5,1802100,"S","hockingstuart",2016-06-27,11.4,"3163",2,2,366,260,1930,-37.8868,145.0625,"Southern Metropolitan",7822,"Glen Eira",6,2016
"2096","Carnegie","u",2,450000,"S","Other",2016-06-27,11.4,"3163",1,1,0,72,1970,-37.8999,145.0575,"Southern Metropolitan",7822,"Glen Eira",6,2016
"2097","Carnegie","u",2,585000,"S","Other",2016-06-27,11.4,"3163",1,1,108,67,1970,-37.8973,145.0596,"Southern Metropolitan",7822,"Glen Eira",6,2016
"2098","Carnegie","u",2,737000,"S","Woodards",2016-06-27,11.4,"3163",1,1,165,76,1990,-37.8927,145.0539,"Southern Metropolitan",7822,"Glen Eira",6,2016
"2099","Carnegie","t",3,860000,"S","Buxton",2016-06-27,11.4,"3163",1,2,277,135,1978,-37.8978,145.0624,"Southern Metropolitan",7822,"Glen Eira",6,2016
"2100","Clifton Hill","h",3,1360000,"S","Nelson",2016-06-27,3.4,"3068",1,0,118,118,1880,-37.7921,144.9858,"Northern Metropolitan",2954,"Yarra",6,2016
"2101","Coburg","h",2,472000,"S","Nelson",2016-06-27,7.8,"3058",1,1,500,69,1975,-37.747,144.9515,"Northern Metropolitan",11204,"Moreland",6,2016
"2102","Coburg","u",2,515000,"S","Ray",2016-06-27,7.8,"3058",1,2,0,70,1970,-37.7474,144.9608,"Northern Metropolitan",11204,"Moreland",6,2016
"2103","Coburg","h",2,605000,"S","Jellis",2016-06-27,7.8,"3058",1,1,0,13,1969,-37.7519,144.9721,"Northern Metropolitan",11204,"Moreland",6,2016
"2104","Coburg","h",3,770000,"PI","Raine",2016-06-27,7.8,"3058",1,2,408,130,1970,-37.7366,144.9564,"Northern Metropolitan",11204,"Moreland",6,2016
"2105","Coburg","h",2,642000,"S","Nelson",2016-06-27,7.8,"3058",1,0,167,96,1930,-37.7477,144.9647,"Northern Metropolitan",11204,"Moreland",6,2016
"2106","Coburg","h",2,901000,"S","Peter",2016-06-27,7.8,"3058",1,1,545,107,1940,-37.7445,144.9471,"Northern Metropolitan",11204,"Moreland",6,2016
"2107","Other","u",2,8e+05,"VB","RT",2016-06-27,1.9,"Other",2,2,0,128,1975,-37.8249,144.9476,"Southern Metropolitan",4707,"Melbourne",6,2016
"2108","Doncaster","h",3,1020000,"PI","hockingstuart",2016-06-27,13.9,"3108",1,2,725,130,1970,-37.7945,145.1172,"Eastern Metropolitan",9028,"Manningham",6,2016
"2109","Doncaster","h",3,990000,"S","Barry",2016-06-27,13.9,"3108",1,1,746,130,1970,-37.7933,145.1417,"Eastern Metropolitan",9028,"Manningham",6,2016
"2110","Doncaster","h",3,878000,"S","Barry",2016-06-27,13.9,"3108",2,2,0,163,2001,-37.7901,145.1341,"Eastern Metropolitan",9028,"Manningham",6,2016
"2111","Eaglemont","h",3,1100000,"VB","Other",2016-06-27,10.3,"3084",2,1,555,300,1988,-37.7585,145.0568,"Eastern Metropolitan",1651,"Banyule",6,2016
"2112","Elsternwick","h",4,2050000,"PI","Biggin",2016-06-27,8.5,"3185",3,2,420,270,2016,-37.8891,145.0102,"Southern Metropolitan",4898,"Glen Eira",6,2016
"2113","Elwood","u",2,687500,"S","Marshall",2016-06-27,7.7,"3184",1,1,0,69,1930,-37.8828,144.9899,"Southern Metropolitan",8989,"Port Phillip",6,2016
"2114","Elwood","h",4,2200000,"PI","Other",2016-06-27,7.7,"3184",3,2,348,218,1900,-37.8748,144.9778,"Southern Metropolitan",8989,"Port Phillip",6,2016
"2115","Elwood","u",1,340000,"SP","Buxton",2016-06-27,7.7,"3184",1,1,0,42,1970,-37.8784,144.9864,"Southern Metropolitan",8989,"Port Phillip",6,2016
"2116","Elwood","u",1,326000,"VB","hockingstuart",2016-06-27,7.7,"3184",1,1,0,49,1960,-37.8768,144.9905,"Southern Metropolitan",8989,"Port Phillip",6,2016
"2117","Elwood","h",4,1875000,"VB","Chisholm",2016-06-27,7.7,"3184",3,0,235,211,2005,-37.8775,144.9808,"Southern Metropolitan",8989,"Port Phillip",6,2016
"2118","Essendon","h",3,1085000,"S","Barry",2016-06-27,8,"3040",1,1,325,130,1940,-37.7525,144.9232,"Western Metropolitan",9264,"Moonee Valley",6,2016
"2119","Essendon","h",6,1800000,"VB","Other",2016-06-27,8,"3040",2,2,870,285,1940,-37.7517,144.9018,"Western Metropolitan",9264,"Moonee Valley",6,2016
"2120","Essendon","u",1,250000,"VB","Brad",2016-06-27,8,"3040",1,1,0,125,1970,-37.7523,144.9221,"Western Metropolitan",9264,"Moonee Valley",6,2016
"2121","Essendon","u",2,645000,"SP","Nelson",2016-06-27,8,"3040",1,1,170,88,1994,-37.7475,144.8959,"Western Metropolitan",9264,"Moonee Valley",6,2016
"2122","Essendon","u",2,360000,"VB","Nelson",2016-06-27,8,"3040",1,1,0,68,1970,-37.754,144.9209,"Western Metropolitan",9264,"Moonee Valley",6,2016
"2123","Fairfield","h",3,1055000,"S","Collins",2016-06-27,5.8,"3078",1,2,382,140,1950,-37.7696,145.0188,"Northern Metropolitan",2970,"Darebin",6,2016
"2124","Fairfield","u",2,548000,"SP","Nelson",2016-06-27,5.8,"3078",1,1,0,68,2014,-37.7845,145.0105,"Northern Metropolitan",2970,"Yarra",6,2016
"2125","Fawkner","h",3,620000,"S","Stockdale",2016-06-27,12.4,"3060",1,2,604,190,1970,-37.6978,144.9686,"Northern Metropolitan",5070,"Moreland",6,2016
"2126","Fawkner","h",2,575000,"S","Stockdale",2016-06-27,12.4,"3060",1,2,621,109,1960,-37.7164,144.9666,"Northern Metropolitan",5070,"Moreland",6,2016
"2127","Fawkner","h",4,562000,"S","Stockdale",2016-06-27,12.4,"3060",2,2,374,136,2005,-37.7056,144.9671,"Northern Metropolitan",5070,"Moreland",6,2016
"2128","Fawkner","h",3,532000,"S","Nelson",2016-06-27,12.4,"3060",1,1,614,130,1960,-37.716,144.9666,"Northern Metropolitan",5070,"Moreland",6,2016
"2129","Fitzroy","u",2,630000,"VB","hockingstuart",2016-06-27,1.6,"3065",1,1,0,70,2007,-37.8024,144.9835,"Northern Metropolitan",5825,"Yarra",6,2016
"2130","Fitzroy","t",2,710000,"S","Jellis",2016-06-27,1.6,"3065",1,1,0,90,2002,-37.7953,144.9775,"Northern Metropolitan",5825,"Yarra",6,2016
"2131","Fitzroy","h",2,8e+05,"VB","Harrington",2016-06-27,1.6,"3065",2,1,64,138,1995,-37.7956,144.9804,"Northern Metropolitan",5825,"Yarra",6,2016
"2132","Fitzroy","u",1,458000,"S","hockingstuart",2016-06-27,1.6,"3065",1,1,0,62,2007,-37.7964,144.9839,"Northern Metropolitan",5825,"Yarra",6,2016
"2133","Footscray","h",2,823000,"S","Jas",2016-06-27,6.4,"3011",1,0,238,96,1915,-37.7946,144.8944,"Western Metropolitan",7570,"Maribyrnong",6,2016
"2134","Footscray","u",2,316000,"S","Burnham",2016-06-27,6.4,"3011",1,1,0,55,1960,-37.789,144.8932,"Western Metropolitan",7570,"Maribyrnong",6,2016
"2135","Footscray","u",3,561000,"SP","Nelson",2016-06-27,6.4,"3011",1,1,0,114.5,1972,-37.7952,144.909,"Western Metropolitan",7570,"Maribyrnong",6,2016
"2136","Footscray","h",2,760000,"PI","Burnham",2016-06-27,6.4,"3011",1,0,130,70,1920,-37.7988,144.9045,"Western Metropolitan",7570,"Maribyrnong",6,2016
"2137","Footscray","t",3,735000,"S","Jas",2016-06-27,6.4,"3011",2,2,112,168,2010,-37.8001,144.8797,"Western Metropolitan",7570,"Maribyrnong",6,2016
"2138","Footscray","h",2,8e+05,"S","Village",2016-06-27,6.4,"3011",1,2,260,96,1940,-37.7969,144.9042,"Western Metropolitan",7570,"Maribyrnong",6,2016
"2139","Glen Iris","h",3,1665000,"S","hockingstuart",2016-06-27,9.2,"3146",1,2,685,143,1941,-37.8538,145.0842,"Southern Metropolitan",10412,"Boroondara",6,2016
"2140","Glen Iris","u",2,6e+05,"S","hockingstuart",2016-06-27,9.2,"3146",1,1,0,80,1960,-37.8555,145.0518,"Southern Metropolitan",10412,"Stonnington",6,2016
"2141","Glenroy","t",2,488500,"S","Stockdale",2016-06-27,13,"3046",2,1,190,2,2010,-37.7072,144.9241,"Northern Metropolitan",8870,"Moreland",6,2016
"2142","Glenroy","h",4,787500,"S","Barry",2016-06-27,13,"3046",2,2,650,190,1960,-37.7004,144.9411,"Northern Metropolitan",8870,"Moreland",6,2016
"2143","Glenroy","u",2,442000,"S","Brad",2016-06-27,13,"3046",1,1,245,76,2000,-37.7076,144.9097,"Northern Metropolitan",8870,"Moreland",6,2016
"2144","Gowanbrae","h",4,740000,"SP","Nelson",2016-06-27,13.6,"3043",2,2,453,213,2007,-37.7016,144.8974,"Western Metropolitan",1071,"Moreland",6,2016
"2145","Gowanbrae","h",3,525000,"PI","Stockdale",2016-06-27,13.6,"3043",2,1,223,130,2005,-37.704,144.8984,"Western Metropolitan",1071,"Moreland",6,2016
"2146","Hampton","h",4,1460000,"S","Buxton",2016-06-27,13.7,"3188",3,2,562,228,1950,-37.9369,145.0163,"Southern Metropolitan",5454,"Bayside",6,2016
"2147","Hampton","u",2,5e+05,"PI","Hodges",2016-06-27,13.7,"3188",1,1,0,61,1970,-37.9436,145.0027,"Southern Metropolitan",5454,"Bayside",6,2016
"2148","Hampton","h",4,2800000,"VB","RT",2016-06-27,13.7,"3188",3,2,1093,190,1950,-37.9345,145,"Southern Metropolitan",5454,"Bayside",6,2016
"2149","Hampton East","h",2,830000,"PI","Buxton",2016-06-27,14.5,"3188",1,2,658,96,1950,-37.9426,145.03,"Southern Metropolitan",2356,"Bayside",6,2016
"2150","Hawthorn East","h",3,2040000,"S","Nelson",2016-06-27,7.5,"3123",1,2,783,130,1922,-37.8234,145.0526,"Southern Metropolitan",6482,"Boroondara",6,2016
"2151","Hawthorn East","u",2,505000,"S","Greg",2016-06-27,7.5,"3123",1,1,0,78,1965,-37.839,145.0459,"Southern Metropolitan",6482,"Boroondara",6,2016
"2152","Heidelberg Heights","h",2,526000,"S","Barry",2016-06-27,10.5,"3081",1,1,310,96,1994,-37.7389,145.0486,"Eastern Metropolitan",2947,"Banyule",6,2016
"2153","Heidelberg West","h",2,590000,"S","Nelson",2016-06-27,9.4,"3081",1,2,586,96,1960,-37.7418,145.0464,"Eastern Metropolitan",2674,"Banyule",6,2016
"2154","Ivanhoe","t",3,7e+05,"S","Barry",2016-06-27,7.9,"3079",2,1,189,110,1990,-37.7661,145.0354,"Eastern Metropolitan",5549,"Banyule",6,2016
"2155","Other","h",3,320000,"VB","Brad",2016-06-27,15,"3021",2,1,119,130,1980,-37.7328,144.8194,"Western Metropolitan",1202,"Brimbank",6,2016
"2156","Keilor East","h",3,680000,"S","Nelson",2016-06-27,12.8,"3033",1,2,558,105,1980,-37.7305,144.8646,"Western Metropolitan",5629,"Moonee Valley",6,2016
"2157","Keilor East","h",3,601200,"S","Nelson",2016-06-27,12.8,"3033",1,1,554,147,1960,-37.7303,144.8636,"Western Metropolitan",5629,"Moonee Valley",6,2016
"2158","Keilor East","h",3,695000,"S","Barry",2016-06-27,12.8,"3033",1,3,0,130,1975,-37.7483,144.85,"Western Metropolitan",5629,"Brimbank",6,2016
"2159","Keilor Park","u",3,455000,"S","Nelson",2016-06-27,14.5,"3042",1,1,166,136,1999,-37.7169,144.8582,"Western Metropolitan",1119,"Brimbank",6,2016
"2160","Kensington","u",2,410000,"PI","Rendina",2016-06-27,4.2,"3031",1,1,0,86,2000,-37.7897,144.9228,"Northern Metropolitan",5263,"Melbourne",6,2016
"2161","Kew","u",2,480000,"VB","RT",2016-06-27,5.6,"3101",2,1,0,76,2005,-37.8162,145.0592,"Southern Metropolitan",10331,"Boroondara",6,2016
"2162","Kew","h",3,1565000,"S","Jellis",2016-06-27,5.6,"3101",1,1,535,130,1947,-37.8027,145.0404,"Southern Metropolitan",10331,"Boroondara",6,2016
"2163","Kew","h",4,1725000,"S","Jellis",2016-06-27,5.6,"3101",2,3,709,190,1940,-37.8065,145.0287,"Southern Metropolitan",10331,"Boroondara",6,2016
"2164","Kew","h",2,2875000,"S","Jellis",2016-06-27,5.6,"3101",1,1,1065,90,1910,-37.7944,145.0339,"Southern Metropolitan",10331,"Boroondara",6,2016
"2165","Kew East","h",3,1770000,"S","Fletchers",2016-06-27,7.5,"3102",1,1,698,130,1940,-37.7902,145.061,"Southern Metropolitan",2671,"Boroondara",6,2016
"2166","Kew East","t",3,1260000,"S","Other",2016-06-27,7.5,"3102",2,2,284,135,1990,-37.7966,145.048,"Southern Metropolitan",2671,"Boroondara",6,2016
"2167","Malvern","u",1,405000,"S","Marshall",2016-06-27,7.4,"3144",1,1,0,49,1970,-37.8637,145.0373,"Southern Metropolitan",4675,"Stonnington",6,2016
"2168","Malvern","h",3,1970000,"S","Marshall",2016-06-27,7.4,"3144",2,1,246,106,1910,-37.871,145.0364,"Southern Metropolitan",4675,"Stonnington",6,2016
"2169","Maribyrnong","h",3,905000,"S","Biggin",2016-06-27,8.7,"3032",1,2,696,130,2000,-37.7832,144.8864,"Western Metropolitan",4918,"Maribyrnong",6,2016
"2170","Maribyrnong","h",5,1151000,"S","Biggin",2016-06-27,8.7,"3032",2,5,694,232,1950,-37.7819,144.8901,"Western Metropolitan",4918,"Maribyrnong",6,2016
"2171","Middle Park","h",3,1500000,"VB","Cayzer",2016-06-27,4.1,"3206",2,1,151,165,1880,-37.847,144.9594,"Southern Metropolitan",2019,"Port Phillip",6,2016
"2172","Mont Albert","t",3,1200000,"S","Jellis",2016-06-27,11.8,"3127",2,2,255,152,2000,-37.8192,145.111,"Eastern Metropolitan",2079,"Whitehorse",6,2016
"2173","Moonee Ponds","h",5,1740000,"S","Brad",2016-06-27,6.9,"3039",1,2,739,155,1930,-37.7613,144.9177,"Western Metropolitan",6232,"Moonee Valley",6,2016
"2174","Moonee Ponds","h",3,1683000,"SP","Rendina",2016-06-27,6.9,"3039",2,2,222,130,1880,-37.7688,144.9291,"Western Metropolitan",6232,"Moonee Valley",6,2016
"2175","Moonee Ponds","h",2,956000,"SP","Nelson",2016-06-27,6.9,"3039",1,2,435,96,1920,-37.7692,144.9042,"Western Metropolitan",6232,"Moonee Valley",6,2016
"2176","Moonee Ponds","u",1,292000,"S","Barry",2016-06-27,6.9,"3039",1,1,0,45,1970,-37.758,144.9237,"Western Metropolitan",6232,"Moonee Valley",6,2016
"2177","Moorabbin","h",3,1008000,"S","McGrath",2016-06-27,14.6,"3189",2,1,1660,160,1960,-37.9354,145.0464,"Southern Metropolitan",2555,"Kingston",6,2016
"2178","Murrumbeena","u",1,291000,"S","Woodards",2016-06-27,12.1,"3163",1,1,0,44,1975,-37.8979,145.0652,"Southern Metropolitan",4442,"Glen Eira",6,2016
"2179","Murrumbeena","h",3,1100000,"VB","hockingstuart",2016-06-27,12.1,"3163",2,2,506,169,1950,-37.902,145.0705,"Southern Metropolitan",4442,"Glen Eira",6,2016
"2180","Newport","t",4,820000,"S","Sweeney",2016-06-27,8.4,"3015",2,2,753,204,2006,-37.8413,144.8741,"Western Metropolitan",5498,"Hobsons Bay",6,2016
"2181","Newport","h",3,1151000,"S","Williams",2016-06-27,8.4,"3015",1,5,571,120,1920,-37.8417,144.8896,"Western Metropolitan",5498,"Hobsons Bay",6,2016
"2182","Niddrie","h",2,1007000,"S","Nelson",2016-06-27,11.2,"3042",1,1,646,96,1955,-37.7433,144.891,"Western Metropolitan",2291,"Moonee Valley",6,2016
"2183","Niddrie","h",3,1100000,"S","Barry",2016-06-27,11.2,"3042",1,1,655,130,1955,-37.7459,144.8906,"Western Metropolitan",2291,"Moonee Valley",6,2016
"2184","North Melbourne","h",2,8e+05,"VB","Nelson",2016-06-27,2.3,"3051",2,1,55,96,2011,-37.8014,144.9488,"Northern Metropolitan",6821,"Melbourne",6,2016
"2185","Northcote","h",5,1700000,"S","Nelson",2016-06-27,5.5,"3070",3,1,450,265,1930,-37.7701,144.9886,"Northern Metropolitan",11364,"Darebin",6,2016
"2186","Northcote","h",2,1050000,"S","Barry",2016-06-27,5.5,"3070",1,2,301,100,1925,-37.774,145.0081,"Northern Metropolitan",11364,"Darebin",6,2016
"2187","Northcote","h",4,1310000,"S","Nelson",2016-06-27,5.5,"3070",2,1,355,190,1920,-37.7636,144.9872,"Northern Metropolitan",11364,"Darebin",6,2016
"2188","Oakleigh","h",3,1124000,"S","Ray",2016-06-27,14,"3166",1,1,685,130,1950,-37.8952,145.1021,"Southern Metropolitan",3224,"Monash",6,2016
"2189","Oakleigh","h",4,1180000,"S","Buxton",2016-06-27,14,"3166",1,2,604,183,1965,-37.9087,145.0886,"Southern Metropolitan",3224,"Monash",6,2016
"2190","Oakleigh","u",3,633500,"S","Woodards",2016-06-27,14,"3166",2,2,279,95,1930,-37.9001,145.1009,"Southern Metropolitan",3224,"Monash",6,2016
"2191","Ormond","t",4,1197000,"S","Gary",2016-06-27,11.8,"3204",2,2,144,188.5,2006,-37.9021,145.0357,"Southern Metropolitan",3578,"Glen Eira",6,2016
"2192","Ormond","h",3,1690000,"SP","Buxton",2016-06-27,11.8,"3204",2,2,692,130,1940,-37.9043,145.0358,"Southern Metropolitan",3578,"Glen Eira",6,2016
"2193","Parkville","h",3,2236000,"S","Collins",2016-06-27,2.6,"3052",2,1,154,196,1890,-37.7934,144.9562,"Northern Metropolitan",2309,"Melbourne",6,2016
"2194","Pascoe Vale","h",3,690000,"S","Brad",2016-06-27,9.9,"3044",1,1,507,130,1960,-37.7253,144.9324,"Northern Metropolitan",7485,"Moreland",6,2016
"2195","Pascoe Vale","h",3,880000,"S","Nelson",2016-06-27,9.9,"3044",2,2,588,106,1960,-37.7283,144.9356,"Northern Metropolitan",7485,"Moreland",6,2016
"2196","Pascoe Vale","h",3,7e+05,"S","Nelson",2016-06-27,9.9,"3044",1,2,449,104,1950,-37.7286,144.9456,"Northern Metropolitan",7485,"Moreland",6,2016
"2197","Port Melbourne","h",3,1351000,"S","Cayzer",2016-06-27,3.8,"3207",1,0,197,130,1905,-37.8343,144.9362,"Southern Metropolitan",8648,"Port Phillip",6,2016
"2198","Preston","h",4,920000,"PI","Nelson",2016-06-27,8.8,"3072",1,1,396,184,1920,-37.7361,145.0093,"Northern Metropolitan",14577,"Darebin",6,2016
"2199","Preston","h",4,660000,"PI","Barry",2016-06-27,8.8,"3072",2,1,0,190,1950,-37.7337,144.9854,"Northern Metropolitan",14577,"Darebin",6,2016
"2200","Preston","h",2,860000,"S","Barry",2016-06-27,8.8,"3072",2,1,415,138,1925,-37.7481,145.0017,"Northern Metropolitan",14577,"Darebin",6,2016
"2201","Preston","h",2,630000,"S","Nelson",2016-06-27,8.8,"3072",1,1,372,82,1940,-37.7348,144.9852,"Northern Metropolitan",14577,"Darebin",6,2016
"2202","Preston","h",3,810000,"S","Nelson",2016-06-27,8.8,"3072",1,1,520,130,1950,-37.7362,145.0232,"Northern Metropolitan",14577,"Darebin",6,2016
"2203","Preston","h",3,923000,"S","Love",2016-06-27,8.8,"3072",1,0,333,118,1920,-37.7423,145.0097,"Northern Metropolitan",14577,"Darebin",6,2016
"2204","Preston","h",4,875000,"S","hockingstuart",2016-06-27,8.8,"3072",1,2,400,147,1940,-37.7371,145.0111,"Northern Metropolitan",14577,"Darebin",6,2016
"2205","Reservoir","h",3,550000,"PI","Barry",2016-06-27,11.2,"3073",2,2,260,128,2006,-37.7106,145.0225,"Northern Metropolitan",21650,"Darebin",6,2016
"2206","Reservoir","u",2,433000,"S","Ray",2016-06-27,11.2,"3073",1,1,236,72,2012,-37.6984,144.9997,"Northern Metropolitan",21650,"Darebin",6,2016
"2207","Reservoir","h",2,680000,"S","hockingstuart",2016-06-27,11.2,"3073",1,1,750,92,1960,-37.7089,145.0192,"Northern Metropolitan",21650,"Darebin",6,2016
"2208","Reservoir","u",3,672000,"S","Harcourts",2016-06-27,11.2,"3073",1,2,855,114.5,1980,-37.7328,145.0348,"Northern Metropolitan",21650,"Darebin",6,2016
"2209","Reservoir","u",2,477000,"S","Nelson",2016-06-27,11.2,"3073",1,2,115,76,1980,-37.7156,144.9977,"Northern Metropolitan",21650,"Darebin",6,2016
"2210","Richmond","u",1,410000,"PI","hockingstuart",2016-06-27,2.6,"3121",1,1,0,60,2008,-37.822,145.0104,"Northern Metropolitan",14949,"Yarra",6,2016
"2211","Richmond","h",3,1570000,"S","Jellis",2016-06-27,2.6,"3121",1,2,248,130,1900,-37.8198,144.9899,"Northern Metropolitan",14949,"Yarra",6,2016
"2212","Richmond","u",2,696000,"S","Jellis",2016-06-27,2.6,"3121",2,1,0,68,2008,-37.822,145.0104,"Northern Metropolitan",14949,"Yarra",6,2016
"2213","Richmond","t",3,1012000,"S","Jellis",2016-06-27,2.6,"3121",2,1,80,135,2004,-37.8155,145.0061,"Northern Metropolitan",14949,"Yarra",6,2016
"2214","Richmond","h",3,1345000,"S","Biggin",2016-06-27,2.6,"3121",1,1,209,128,1900,-37.8206,144.9913,"Northern Metropolitan",14949,"Yarra",6,2016
"2215","Other","t",2,755000,"S","Chisholm",2016-06-27,7.4,"3185",2,1,66,111,2005,-37.8813,144.9964,"Southern Metropolitan",821,"Port Phillip",6,2016
"2216","Seddon","h",3,965000,"S","Williams",2016-06-27,6.6,"3011",1,1,283,130,1940,-37.8064,144.8944,"Western Metropolitan",2417,"Maribyrnong",6,2016
"2217","South Kingsville","u",2,506000,"S","Sweeney",2016-06-27,9.1,"3015",1,1,126,83,1975,-37.8315,144.8693,"Western Metropolitan",984,"Hobsons Bay",6,2016
"2218","South Yarra","u",1,510000,"SP","hockingstuart",2016-06-27,3.3,"3141",1,1,0,49,2000,-37.8361,144.9966,"Southern Metropolitan",14887,"Stonnington",6,2016
"2219","South Yarra","u",2,660000,"S","hockingstuart",2016-06-27,3.3,"3141",1,1,0,76,1970,-37.8414,145.0043,"Southern Metropolitan",14887,"Stonnington",6,2016
"2220","South Yarra","h",2,1200000,"PI","Jellis",2016-06-27,3.3,"3141",1,0,176,84,1940,-37.8436,144.9925,"Southern Metropolitan",14887,"Stonnington",6,2016
"2221","South Yarra","u",2,480000,"S","Ray",2016-06-27,3.3,"3141",1,1,0,61,1965,-37.8337,144.9886,"Southern Metropolitan",14887,"Stonnington",6,2016
"2222","St Kilda","u",2,4e+05,"VB","McGrath",2016-06-27,6.1,"3182",1,1,797,67,1970,-37.8642,144.9793,"Southern Metropolitan",13240,"Port Phillip",6,2016
"2223","St Kilda","h",3,1678000,"S","McGrath",2016-06-27,6.1,"3182",2,2,361,171,2016,-37.8663,144.9882,"Southern Metropolitan",13240,"Port Phillip",6,2016
"2224","Strathmore","h",4,920000,"VB","Other",2016-06-27,9.7,"3041",1,1,390,190,1970,-37.7413,144.9163,"Western Metropolitan",3284,"Moonee Valley",6,2016
