"","Suburb","Rooms","Price","Method","SellerG","Date","Distance","Postcode","Bathroom","Car","Landsize","BuildingArea","YearBuilt","Lattitude","Longtitude","Regionname","Propertycount","Walk.Score","Population","CouncilArea","Month","Year"
"2917","Maribyrnong",3,1320000,"S","Nelson",2016-10-09,8.7,"3032",2,2,645,211,1900,-37.7662,144.8971,"Western Metropolitan",4918,70,"10,135","Maribyrnong",10,2016
"2918","Moonee Ponds",4,1530000,"S","Jellis",2016-10-09,6.9,"3039",2,1,431,152,1906,-37.7702,144.9268,"Western Metropolitan",6232,75,"13,507","Moonee Valley",10,2016
"2919","Moonee Ponds",4,1211000,"S","Nelson",2016-10-09,6.9,"3039",1,3,477,146,1910,-37.7632,144.9292,"Western Metropolitan",6232,75,"13,507","Moonee Valley",10,2016
"2920","Moonee Ponds",4,2400000,"S","Rendina",2016-10-09,6.9,"3039",4,2,636,308,1900,-37.7629,144.9157,"Western Metropolitan",6232,75,"13,507","Moonee Valley",10,2016
"2921","Moonee Ponds",3,832000,"S","Jellis",2016-10-09,6.9,"3039",2,2,214,111,1997,-37.7709,144.9334,"Western Metropolitan",6232,75,"13,507","Moonee Valley",10,2016
"2922","Moonee Ponds",4,1350000,"PI","Brad",2016-10-09,6.9,"3039",2,2,447,190,1880,-37.7704,144.9199,"Western Metropolitan",6232,75,"13,507","Moonee Valley",10,2016
"2923","Moorabbin",3,987000,"S","Buxton",2016-10-09,14.6,"3189",1,1,603,112,1960,-37.9404,145.0464,"Southern Metropolitan",2555,71,"5,298","Kingston",10,2016
"2924","Moorabbin",3,937000,"S","Hodges",2016-10-09,14.6,"3189",2,1,534,104,1960,-37.9426,145.0568,"Southern Metropolitan",2555,71,"5,298","Kingston",10,2016
"2925","Moorabbin",4,1426000,"S","McGrath",2016-10-09,14.6,"3189",2,1,720,218,1950,-37.9394,145.0408,"Southern Metropolitan",2555,71,"5,298","Kingston",10,2016
"2926","Newport",3,930000,"SP","Williams",2016-10-09,8.4,"3015",1,1,307,130,1940,-37.8389,144.8779,"Western Metropolitan",5498,70,"12,028","Hobsons Bay",10,2016
"2927","Newport",4,860000,"PI","Sweeney",2016-10-09,8.4,"3015",3,2,217,195,1940,-37.8344,144.8764,"Western Metropolitan",5498,70,"12,028","Hobsons Bay",10,2016
"2928","Newport",5,1220000,"S","Williams",2016-10-09,8.4,"3015",3,2,681,260,1940,-37.8426,144.8731,"Western Metropolitan",5498,70,"12,028","Hobsons Bay",10,2016
"2929","North Melbourne",4,1330000,"S","McDonald",2016-10-09,2.3,"3051",2,1,246,190,1910,-37.7914,144.9439,"Northern Metropolitan",6821,87,"11,733","Melbourne",10,2016
"2930","Northcote",2,1020000,"S","Nelson",2016-10-09,5.5,"3070",1,2,347,115,1935,-37.763,144.9886,"Northern Metropolitan",11364,82,"22,914","Darebin",10,2016
"2931","Northcote",3,990000,"S","Barry",2016-10-09,5.5,"3070",1,2,497,130,1920,-37.7739,145.0114,"Northern Metropolitan",11364,82,"22,914","Darebin",10,2016
"2932","Northcote",2,790000,"PI","McGrath",2016-10-09,5.5,"3070",1,1,136,78,2000,-37.7651,145.0027,"Northern Metropolitan",11364,82,"22,914","Darebin",10,2016
"2933","Northcote",3,1255000,"S","Nelson",2016-10-09,5.5,"3070",2,1,259,156,1910,-37.7687,144.9922,"Northern Metropolitan",11364,82,"22,914","Darebin",10,2016
"2934","Oak Park",4,690000,"S","Brad",2016-10-09,11.5,"3046",1,1,553,137,1960,-37.7161,144.9165,"Northern Metropolitan",2651,55,"5,751","Moreland",10,2016
"2935","Oakleigh South",4,881500,"S","Ray",2016-10-09,14.7,"3167",2,2,581,190,1968,-37.9355,145.0979,"South-Eastern Metropolitan",3692,50,"9,126","Kingston",10,2016
"2936","Ormond",5,1836000,"S","hockingstuart",2016-10-09,11.8,"3204",3,4,464,260,1940,-37.9061,145.0329,"Southern Metropolitan",3578,72,"7,707","Glen Eira",10,2016
"2937","Ormond",3,1770000,"S","hockingstuart",2016-10-09,11.8,"3204",2,2,667,142,1950,-37.9088,145.0471,"Southern Metropolitan",3578,72,"7,707","Glen Eira",10,2016
"2938","Pascoe Vale",3,775000,"S","Brad",2016-10-09,9.9,"3044",1,1,406,103,1960,-37.7269,144.9447,"Northern Metropolitan",7485,59,"14,871","Moreland",10,2016
"2939","Pascoe Vale",4,730000,"VB","Brad",2016-10-09,9.9,"3044",1,3,683,190,1960,-37.7251,144.9394,"Northern Metropolitan",7485,59,"14,871","Moreland",10,2016
"2940","Port Melbourne",2,1016500,"S","hockingstuart",2016-10-09,3.8,"3207",1,1,131,96,1905,-37.8352,144.9458,"Southern Metropolitan",8648,84,"14,520","Melbourne",10,2016
"2941","Port Melbourne",3,1560000,"S","Greg",2016-10-09,3.8,"3207",2,2,241,131,1900,-37.8346,144.9448,"Southern Metropolitan",8648,84,"14,520","Port Phillip",10,2016
"2942","Port Melbourne",2,1350000,"S","RT",2016-10-09,3.8,"3207",1,1,195,94,1900,-37.8395,144.9462,"Southern Metropolitan",8648,84,"14,520","Melbourne",10,2016
"2943","Prahran",3,1358000,"S","Jellis",2016-10-09,4.5,"3181",1,1,189,130,1902,-37.8561,145.0056,"Southern Metropolitan",7717,87,"11,171","Stonnington",10,2016
"2944","Prahran",2,1090000,"PI","hockingstuart",2016-10-09,4.5,"3181",1,1,158,96,1902,-37.8531,145.0063,"Southern Metropolitan",7717,87,"11,171","Stonnington",10,2016
"2945","Preston",3,843000,"SP","Ray",2016-10-09,8.8,"3072",1,1,537,130,1950,-37.737,145.0227,"Northern Metropolitan",14577,73,"29,893","Darebin",10,2016
"2946","Preston",2,6e+05,"S","Nelson",2016-10-09,8.8,"3072",1,2,220,106,2005,-37.7442,145.0168,"Northern Metropolitan",14577,73,"29,893","Darebin",10,2016
"2947","Preston",4,810000,"S","Ray",2016-10-09,8.8,"3072",2,2,1034,151,1950,-37.7379,144.9851,"Northern Metropolitan",14577,73,"29,893","Banyule",10,2016
"2948","Reservoir",3,650000,"SP","Nelson",2016-10-09,11.2,"3073",1,3,620,114,1960,-37.7099,144.9938,"Northern Metropolitan",21650,60,"47,517","Darebin",10,2016
"2949","Reservoir",3,650000,"PI","Ray",2016-10-09,11.2,"3073",1,1,700,98,1950,-37.7125,145.022,"Northern Metropolitan",21650,60,"47,517","Darebin",10,2016
"2950","Reservoir",4,650000,"PI","Ray",2016-10-09,11.2,"3073",1,2,650,190,1965,-37.7126,145.015,"Northern Metropolitan",21650,60,"47,517","Darebin",10,2016
"2951","Reservoir",3,890000,"S","Barry",2016-10-09,11.2,"3073",2,2,634,130,1960,-37.7199,144.9965,"Northern Metropolitan",21650,60,"47,517","Darebin",10,2016
"2952","Reservoir",3,865000,"S","Nelson",2016-10-09,11.2,"3073",1,3,560,110,1950,-37.721,144.9885,"Northern Metropolitan",21650,60,"47,517","Darebin",10,2016
"2953","Reservoir",3,610000,"VB","Barry",2016-10-09,11.2,"3073",1,2,492,130,1960,-37.7205,144.9872,"Northern Metropolitan",21650,60,"47,517","Darebin",10,2016
"2954","Rosanna",3,1155000,"S","Miles",2016-10-09,11.4,"3084",2,1,608,130,1960,-37.7439,145.0688,"Eastern Metropolitan",3540,62,"7,892","Banyule",10,2016
"2955","Spotswood",3,1080000,"S","Jas",2016-10-09,7.7,"3015",1,2,472,95,1950,-37.8302,144.8885,"Western Metropolitan",1223,66,"2,347","Hobsons Bay",10,2016
"2956","St Kilda",3,2720000,"S","Marshall",2016-10-09,6.1,"3182",2,0,367,130,1868,-37.8658,144.9766,"Southern Metropolitan",13240,93,"17,802","Port Phillip",10,2016
"2957","Strathmore",3,1330000,"S","Considine",2016-10-09,9.7,"3041",2,1,606,159,1950,-37.7378,144.9168,"Western Metropolitan",3284,69,"8,101","Moonee Valley",10,2016
"2958","Other",4,1260000,"S","Nelson",2016-10-09,12.5,"3041",2,2,697,277,2012,-37.7141,144.8995,"Western Metropolitan",389,58,"938","Moonee Valley",10,2016
"2959","Sunshine",3,580000,"S","Other",2016-10-09,12.6,"3020",1,1,469,130,1952,-37.7923,144.8289,"Western Metropolitan",3755,71,"8,849","Brimbank",10,2016
"2960","Sunshine",3,702000,"S","Douglas",2016-10-09,12.6,"3020",1,1,542,130,1950,-37.7949,144.8303,"Western Metropolitan",3755,71,"8,849","Brimbank",10,2016
"2961","Surrey Hills",4,1300000,"VB","Fletchers",2016-10-09,11.2,"3127",2,2,809,198,1950,-37.8337,145.1118,"Southern Metropolitan",5457,66,"13,143","Whitehorse",10,2016
"2962","Surrey Hills",3,1864000,"S","Jellis",2016-10-09,11.2,"3127",2,1,405,130,1930,-37.8203,145.0881,"Southern Metropolitan",5457,66,"13,143","Boroondara",10,2016
"2963","Surrey Hills",3,2200000,"VB","Fletchers",2016-10-09,11.2,"3127",2,4,816,130,1930,-37.8304,145.0934,"Southern Metropolitan",5457,66,"13,143","Boroondara",10,2016
"2964","Templestowe Lower",5,950000,"PI","Barry",2016-10-09,13.8,"3107",3,2,700,220,1973,-37.7658,145.124,"Eastern Metropolitan",5420,49,"13,206","Manningham",10,2016
"2965","Templestowe Lower",4,1421000,"S","Barry",2016-10-09,13.8,"3107",2,2,650,260,1980,-37.7694,145.1222,"Eastern Metropolitan",5420,49,"13,206","Manningham",10,2016
"2966","Toorak",4,4e+06,"VB","Jellis",2016-10-09,4.6,"3142",2,2,632,190,1950,-37.8338,145.0086,"Southern Metropolitan",7217,74,"12,832","Stonnington",10,2016
"2967","Watsonia",3,740000,"S","Buckingham",2016-10-09,14.9,"3087",1,1,591,104,1960,-37.7135,145.0783,"Northern Metropolitan",2329,69,"5,146","Banyule",10,2016
"2968","West Footscray",3,723000,"S","Village",2016-10-09,8.2,"3012",1,2,302,125,1938,-37.8066,144.8666,"Western Metropolitan",5058,64,"10,215","Maribyrnong",10,2016
"2969","West Footscray",2,415000,"S","Sweeney",2016-10-09,8.2,"3012",1,1,80,64,1980,-37.806,144.8674,"Western Metropolitan",5058,64,"10,215","Maribyrnong",10,2016
"2970","Williamstown",4,2230000,"S","Greg",2016-10-09,8,"3016",2,2,782,212,1900,-37.8647,144.8867,"Western Metropolitan",6380,71,"13,183","Hobsons Bay",10,2016
"2971","Windsor",3,1370000,"S","Other",2016-10-09,5.1,"3181",1,2,317,112,1900,-37.856,144.9891,"Southern Metropolitan",4380,91,"7,051","Port Phillip",10,2016
"2972","Yarraville",4,1785000,"S","Village",2016-10-09,7,"3013",2,2,640,190,1940,-37.8104,144.8867,"Western Metropolitan",6543,77,"13,811","Maribyrnong",10,2016
"2973","Airport West",3,805000,"S","Nelson",2016-10-12,13.5,"3042",1,1,0,105,1950,-37.7217,144.8783,"Western Metropolitan",3464,58,"6,954","Moonee Valley",10,2016
"2974","Albert Park",2,1810000,"PI","Greg",2016-10-12,3.3,"3206",1,0,240,96,1900,-37.8379,144.9539,"Southern Metropolitan",3280,85,"5,989","Port Phillip",10,2016
"2975","Albert Park",3,1300000,"S","hockingstuart",2016-10-12,3.3,"3206",1,0,129,130,1900,-37.8422,144.949,"Southern Metropolitan",3280,85,"5,989","Port Phillip",10,2016
"2976","Albert Park",3,2615000,"S","Cayzer",2016-10-12,3.3,"3206",2,1,177,181,1880,-37.8415,144.9585,"Southern Metropolitan",3280,85,"5,989","Port Phillip",10,2016
"2977","Albert Park",5,2100000,"S","Greg",2016-10-12,3.3,"3206",2,1,237,260,1900,-37.8436,144.9557,"Southern Metropolitan",3280,85,"5,989","Port Phillip",10,2016
"2978","Albion",3,720000,"S","Sweeney",2016-10-12,13.9,"3020",1,1,706,130,1950,-37.7801,144.8229,"Western Metropolitan",2185,53,"4,322","Brimbank",10,2016
"2979","Altona North",3,7e+05,"VB","Jas",2016-10-12,11.1,"3025",1,3,554,130,1965,-37.8449,144.85,"Western Metropolitan",5132,60,"11,386","Hobsons Bay",10,2016
"2980","Armadale",2,1780000,"S","Marshall",2016-10-12,6.3,"3143",2,2,0,96,1910,-37.8537,145.0267,"Southern Metropolitan",4836,74,"8,732","Stonnington",10,2016
"2981","Ascot Vale",4,890000,"SP","Raine",2016-10-12,5.9,"3032",1,1,300,185,1890,-37.7766,144.9143,"Western Metropolitan",6567,75,"13,503","Moonee Valley",10,2016
"2982","Ascot Vale",3,960000,"S","Walshe",2016-10-12,5.9,"3032",2,2,229,130,2011,-37.7778,144.9065,"Western Metropolitan",6567,75,"13,503","Moonee Valley",10,2016
"2983","Ascot Vale",2,965000,"S","Nelson",2016-10-12,5.9,"3032",1,1,170,96,1920,-37.7732,144.9206,"Western Metropolitan",6567,75,"13,503","Moonee Valley",10,2016
"2984","Ashburton",3,1655000,"S","Jellis",2016-10-12,11,"3147",1,3,780,152,1940,-37.8599,145.0815,"Southern Metropolitan",3052,68,"7,577","Boroondara",10,2016
"2985","Ashburton",3,1710000,"S","hockingstuart",2016-10-12,11,"3147",1,2,806,101,1950,-37.8695,145.084,"Southern Metropolitan",3052,68,"7,577","Boroondara",10,2016
"2986","Ashwood",4,1100000,"VB","Other",2016-10-12,12.2,"3147",2,2,803,152,1970,-37.8621,145.1126,"Southern Metropolitan",2894,63,"6,091","Monash",10,2016
"2987","Avondale Heights",4,950000,"S","Moonee",2016-10-12,10.5,"3034",3,3,761,281,1970,-37.7524,144.8714,"Western Metropolitan",4502,59,"11,015","Moonee Valley",10,2016
"2988","Balwyn",4,3180000,"S","Kay",2016-10-12,9.7,"3103",3,4,1148,190,1970,-37.8088,145.0991,"Southern Metropolitan",5682,72,"12,945","Boroondara",10,2016
"2989","Balwyn",5,2550000,"S","Marshall",2016-10-12,9.7,"3103",3,2,642,260,1930,-37.8096,145.0735,"Southern Metropolitan",5682,72,"12,945","Boroondara",10,2016
"2990","Balwyn",3,905000,"S","Kay",2016-10-12,9.7,"3103",1,2,281,150,1995,-37.8013,145.0652,"Southern Metropolitan",5682,72,"12,945","Boroondara",10,2016
"2991","Balwyn",5,3600000,"SP","Marshall",2016-10-12,9.7,"3103",3,2,678,260,1970,-37.8063,145.0705,"Southern Metropolitan",5682,72,"12,945","Boroondara",10,2016
"2992","Balwyn",4,1750000,"PI","Other",2016-10-12,9.7,"3103",3,2,453,308,2016,-37.8044,145.1006,"Southern Metropolitan",5682,72,"12,945","Boroondara",10,2016
"2993","Balwyn North",4,1800000,"VB","Other",2016-10-12,9.2,"3104",2,4,587,165,1960,-37.7841,145.0953,"Southern Metropolitan",7809,61,"20,345","Boroondara",10,2016
"2994","Balwyn North",2,1400000,"S","Noel",2016-10-12,9.2,"3104",1,1,694,96,1960,-37.7941,145.1042,"Southern Metropolitan",7809,61,"20,345","Boroondara",10,2016
"2995","Balwyn North",4,2910000,"S","Marshall",2016-10-12,9.2,"3104",3,2,1070,247,1992,-37.7975,145.0716,"Southern Metropolitan",7809,61,"20,345","Boroondara",10,2016
"2996","Balwyn North",4,1702000,"PI","Jellis",2016-10-12,9.2,"3104",2,2,715,190,1939,-37.7943,145.083,"Southern Metropolitan",7809,61,"20,345","Boroondara",10,2016
"2997","Bentleigh",2,855000,"SP","Marshall",2016-10-12,13,"3204",1,1,296,103,1940,-37.9243,145.0376,"Southern Metropolitan",6795,75,"14,926","Glen Eira",10,2016
"2998","Bentleigh",4,1815000,"S","Buxton",2016-10-12,13,"3204",2,4,902,233,1950,-37.924,145.0504,"Southern Metropolitan",6795,75,"14,926","Glen Eira",10,2016
"2999","Bentleigh",3,770000,"VB","Woodards",2016-10-12,13,"3204",2,2,0,130,1987,-37.9193,145.0438,"Southern Metropolitan",6795,75,"14,926","Glen Eira",10,2016
"3000","Bentleigh East",3,840000,"S","Buxton",2016-10-12,13.9,"3165",2,2,697,130,1960,-37.9092,145.0813,"Southern Metropolitan",10969,59,"25,928","Glen Eira",10,2016
"3001","Bentleigh East",3,1106000,"S","McGrath",2016-10-12,13.9,"3165",1,2,584,130,1960,-37.9183,145.071,"Southern Metropolitan",10969,59,"25,928","Glen Eira",10,2016
"3002","Bentleigh East",3,1110000,"S","Woodards",2016-10-12,13.9,"3165",1,4,612,130,1960,-37.9159,145.0733,"Southern Metropolitan",10969,59,"25,928","Glen Eira",10,2016
"3003","Bentleigh East",3,1550000,"S","Other",2016-10-12,13.9,"3165",1,1,581,130,1960,-37.9177,145.0535,"Southern Metropolitan",10969,59,"25,928","Glen Eira",10,2016
"3004","Box Hill",3,1760000,"S","Fletchers",2016-10-12,13.1,"3128",1,0,741,151,1910,-37.8258,145.1246,"Eastern Metropolitan",4605,72,"9,706","Whitehorse",10,2016
"3005","Box Hill",3,1715000,"SP","Marshall",2016-10-12,13.1,"3128",2,2,458,170,1950,-37.8257,145.1216,"Eastern Metropolitan",4605,72,"9,706","Whitehorse",10,2016
"3006","Box Hill",3,1200000,"SP","Marshall",2016-10-12,13.1,"3128",1,2,550,110,1950,-37.8275,145.1298,"Eastern Metropolitan",4605,72,"9,706","Whitehorse",10,2016
"3007","Braybrook",3,570500,"S","Other",2016-10-12,10.8,"3019",1,1,471,130,1960,-37.7924,144.8523,"Western Metropolitan",3589,65,"8,190","Maribyrnong",10,2016
"3008","Braybrook",3,575000,"S","Other",2016-10-12,10.8,"3019",1,3,559,98,1955,-37.7923,144.852,"Western Metropolitan",3589,65,"8,190","Maribyrnong",10,2016
"3009","Braybrook",4,882000,"S","Village",2016-10-12,10.8,"3019",2,2,393,216,2008,-37.7763,144.8543,"Western Metropolitan",3589,65,"8,190","Maribyrnong",10,2016
"3010","Brighton",4,3180000,"S","hockingstuart",2016-10-12,11.2,"3186",3,6,454,190,1948,-37.9206,145.0051,"Southern Metropolitan",10579,75,"21,267","Bayside",10,2016
"3011","Brighton",3,2050000,"PI","hockingstuart",2016-10-12,11.2,"3186",3,2,398,262,2012,-37.899,144.9901,"Southern Metropolitan",10579,75,"21,267","Bayside",10,2016
"3012","Brighton",4,2800000,"PI","RT",2016-10-12,11.2,"3186",3,3,596,190,1948,-37.9059,144.9927,"Southern Metropolitan",10579,75,"21,267","Bayside",10,2016
"3013","Brighton East",3,1405000,"S","Buxton",2016-10-12,10.7,"3187",1,1,490,130,1950,-37.9024,145.0097,"Southern Metropolitan",6938,63,"15,807","Bayside",10,2016
"3014","Brighton East",5,3207000,"S","hockingstuart",2016-10-12,10.7,"3187",5,3,1561,272,1969,-37.9102,145.0245,"Southern Metropolitan",6938,63,"15,807","Bayside",10,2016
"3015","Brighton East",5,2500000,"VB","Hodges",2016-10-12,10.7,"3187",3,2,634,260,2005,-37.9126,145.013,"Southern Metropolitan",6938,63,"15,807","Bayside",10,2016
"3016","Brighton East",3,1290000,"S","Greg",2016-10-12,10.7,"3187",1,2,661,130,1920,-37.9045,145.0082,"Southern Metropolitan",6938,63,"15,807","Bayside",10,2016
"3017","Brighton East",4,1700000,"PI","Buxton",2016-10-12,10.7,"3187",3,4,708,275,1950,-37.9299,145.015,"Southern Metropolitan",6938,63,"15,807","Bayside",10,2016
"3018","Brunswick",3,1222500,"S","Nelson",2016-10-12,5.2,"3056",1,0,331,126,1890,-37.7619,144.959,"Northern Metropolitan",11918,84,"22,739","Moreland",10,2016
"3019","Brunswick East",4,1280000,"S","Nelson",2016-10-12,4.5,"3057",2,0,161,190,1920,-37.7772,144.9723,"Northern Metropolitan",5533,83,"8,502","Moreland",10,2016
"3020","Brunswick West",3,793000,"S","Ray",2016-10-12,5.9,"3055",1,0,275,119,1935,-37.763,144.9439,"Northern Metropolitan",7082,66,"13,171","Moreland",10,2016
"3021","Bulleen",4,1300000,"SP","Jellis",2016-10-12,11.8,"3105",3,1,604,190,1970,-37.7621,145.086,"Eastern Metropolitan",4480,59,"10,848","Manningham",10,2016
"3022","Bulleen",3,1400000,"S","Barry",2016-10-12,11.8,"3105",1,3,770,130,1970,-37.7644,145.0886,"Eastern Metropolitan",4480,59,"10,848","Manningham",10,2016
"3023","Bulleen",3,905000,"S","Barry",2016-10-12,11.8,"3105",3,2,401,165,1965,-37.7733,145.0901,"Eastern Metropolitan",4480,59,"10,848","Manningham",10,2016
"3024","Bulleen",4,1085000,"PI","Barry",2016-10-12,11.8,"3105",2,1,1124,225,1960,-37.7679,145.0958,"Eastern Metropolitan",4480,59,"10,848","Manningham",10,2016
"3025","Other",2,1231010,"SP","Jellis",2016-10-12,3.5,"3121",1,2,225,119,1910,-37.8285,145.0125,"Northern Metropolitan",438,70,"738","Yarra",10,2016
"3026","Burwood",3,1342000,"S","McGrath",2016-10-12,11.7,"3125",1,2,690,130,1960,-37.8509,145.117,"Southern Metropolitan",5678,59,"13,172","Whitehorse",10,2016
"3027","Burwood",4,1782800,"SP","Buxton",2016-10-12,11.7,"3125",2,2,804,190,1960,-37.8516,145.1179,"Southern Metropolitan",5678,59,"13,172","Whitehorse",10,2016
"3028","Camberwell",4,2090000,"S","Noel",2016-10-12,7.8,"3124",2,2,650,190,1939,-37.8274,145.0688,"Southern Metropolitan",8920,66,"20,022","Boroondara",10,2016
"3029","Canterbury",4,2950000,"PI","Jellis",2016-10-12,9,"3126",2,3,812,173,1927,-37.8323,145.0842,"Southern Metropolitan",3265,72,"7,856","Boroondara",10,2016
"3030","Canterbury",5,2930000,"S","Jellis",2016-10-12,9,"3126",3,4,645,222,2005,-37.8317,145.0738,"Southern Metropolitan",3265,72,"7,856","Boroondara",10,2016
"3031","Carlton North",2,1301000,"S","Nelson",2016-10-12,3.2,"3054",1,0,133,96,1900,-37.786,144.9704,"Northern Metropolitan",3106,88,"6,249","Yarra",10,2016
"3032","Carlton North",2,8e+05,"PI","Nelson",2016-10-12,3.2,"3054",1,1,73,104,2009,-37.7852,144.9719,"Northern Metropolitan",3106,88,"6,249","Yarra",10,2016
"3033","Other",2,620000,"SP","Woodards",2016-10-12,9.3,"3145",1,2,0,96,1915,-37.8852,145.0462,"Southern Metropolitan",608,75,"1,238","Glen Eira",10,2016
"3034","Clifton Hill",2,1290000,"S","Jellis",2016-10-12,3.4,"3068",1,0,164,99,1890,-37.7912,144.9967,"Northern Metropolitan",2954,85,"5,782","Yarra",10,2016
"3035","Clifton Hill",2,1417000,"SP","Nelson",2016-10-12,3.4,"3068",1,0,197,96,1900,-37.7924,145.0002,"Northern Metropolitan",2954,85,"5,782","Yarra",10,2016
"3036","Coburg",5,1335000,"S","Nelson",2016-10-12,7.8,"3058",3,2,390,260,1930,-37.7376,144.9726,"Northern Metropolitan",11204,71,"24,996","Moreland",10,2016
"3037","Coburg",2,820000,"S","Peter",2016-10-12,7.8,"3058",1,1,597,96,1960,-37.7402,144.9807,"Northern Metropolitan",11204,71,"24,996","Moreland",10,2016
"3038","Coburg",4,1250000,"S","Jellis",2016-10-12,7.8,"3058",1,2,613,190,1930,-37.7433,144.9762,"Northern Metropolitan",11204,71,"24,996","Moreland",10,2016
"3039","Coburg",6,1900000,"VB","hockingstuart",2016-10-12,7.8,"3058",2,2,1060,285.5,1930,-37.7523,144.9725,"Northern Metropolitan",11204,71,"24,996","Moreland",10,2016
"3040","Coburg North",4,1050000,"PI","Jellis",2016-10-12,9.2,"3058",3,2,501,258,2016,-37.7266,144.9823,"Northern Metropolitan",3445,62,"6,574","Moreland",10,2016
"3041","Coburg North",2,745000,"SP","Raine",2016-10-12,9.2,"3058",1,3,526,90,1940,-37.732,144.9832,"Northern Metropolitan",3445,62,"6,574","Moreland",10,2016
"3042","Doncaster",4,1430000,"S","Jellis",2016-10-12,13.9,"3108",2,2,655,170,1970,-37.782,145.1194,"Eastern Metropolitan",9028,58,"18,372","Manningham",10,2016
"3043","Doncaster",4,2e+06,"S","Barry",2016-10-12,13.9,"3108",3,2,507,190,1970,-37.7738,145.1308,"Eastern Metropolitan",9028,58,"18,372","Manningham",10,2016
"3044","Doncaster",4,1250000,"PI","Barry",2016-10-12,13.9,"3108",2,2,780,190,1970,-37.7955,145.139,"Eastern Metropolitan",9028,58,"18,372","Manningham",10,2016
"3045","Elsternwick",3,965000,"PI","Biggin",2016-10-12,8.5,"3185",1,2,275,119,1900,-37.8859,144.9994,"Southern Metropolitan",4898,83,"9,772","Glen Eira",10,2016
"3046","Elsternwick",3,8e+05,"VB","Hodges",2016-10-12,8.5,"3185",2,2,331,112,2010,-37.8847,144.9992,"Southern Metropolitan",4898,83,"9,772","Glen Eira",10,2016
"3047","Elsternwick",3,1805000,"PI","Biggin",2016-10-12,8.5,"3185",2,1,347,130,1913,-37.8833,145.0118,"Southern Metropolitan",4898,83,"9,772","Glen Eira",10,2016
